Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
83.11111111,5,1,5,yes,yes,yes,python,game development,excellent,excellent,Computer Architecture,yes,Biographies,Technical,no,yes,Database Developer
76.55555556,12,2,3,no,yes,yes,r programming,hacking,poor,poor,Software Engineering,yes,Journals,Management,no,yes,Database Manager
78.44444444,8,4,1,yes,no,no,python,data science,excellent,medium,Computer Architecture,no,Religion-Spirituality,Management,yes,no,Systems Analyst
79.33333333,6,0,9,no,yes,yes,full stack,web technologies,medium,medium,networks,yes,Anthology,Management,yes,yes,Information Technology Manager
78.33333333,4,0,3,yes,yes,yes,information security,testing,excellent,excellent,IOT,no,Journals,Technical,yes,no,Software Developer
81.77777778,5,1,4,yes,no,yes,machine learning,hacking,medium,poor,hacking,yes,Fantasy,Technical,no,yes,Technical Services/Help Desk/Tech Support
84.11111111,9,5,4,yes,no,yes,shell programming,data science,medium,excellent,Management,yes,Math,Technical,no,no,Technical Engineer
74.55555556,10,0,5,yes,no,no,machine learning,cloud computing,poor,medium,programming,yes,Math,Management,yes,yes,Mobile Applications Developer
82.11111111,4,5,1,no,no,yes,information security,cloud computing,poor,excellent,networks,no,Diaries,Management,yes,no,CRM Technical Developer
79.55555556,10,3,5,no,yes,no,hadoop,game development,poor,poor,Software Engineering,yes,Dictionaries,Technical,no,no,Portal Administrator
80,8,6,1,no,no,yes,distro making,database security,excellent,poor,Management,yes,Cookbooks,Management,no,yes,E-Commerce Analyst
79.33333333,4,4,8,yes,yes,yes,app development,database security,excellent,medium,programming,yes,Cookbooks,Management,no,yes,Information Technology Manager
71.88888889,4,0,7,yes,yes,no,full stack,game development,excellent,poor,Management,no,Science fiction,Management,yes,no,Project Manager
85.77777778,7,3,2,yes,no,yes,r programming,cloud computing,poor,poor,Computer Architecture,yes,Guide,Technical,no,yes,Mobile Applications Developer
80.33333333,7,1,2,no,no,yes,machine learning,web technologies,medium,poor,cloud computing,no,History,Technical,yes,yes,Systems Security Administrator
77.22222222,4,6,7,yes,no,yes,app development,hacking,poor,poor,Software Engineering,no,Science fiction,Management,no,no,Quality Assurance Associate
73.77777778,7,6,7,no,yes,no,python,database security,medium,poor,hacking,no,Dictionaries,Management,no,no,Information Technology Auditor
78,4,2,6,no,yes,no,app development,system designing,poor,excellent,data engineering,no,Journals,Management,yes,no,Technical Engineer
76.88888889,9,6,4,yes,yes,yes,information security,data science,poor,medium,Software Engineering,no,Science,Technical,no,no,Software Developer
79.55555556,11,4,7,no,no,no,app development,hacking,excellent,medium,Software Engineering,yes,Series,Technical,no,no,UX Designer
78.33333333,10,0,3,yes,no,yes,information security,testing,medium,medium,IOT,no,Anthology,Technical,no,yes,Software Systems Engineer
80.77777778,5,0,1,yes,yes,yes,hadoop,data science,excellent,excellent,Computer Architecture,yes,Satire,Technical,yes,no,Information Technology Manager
79.22222222,7,2,1,no,yes,no,distro making,web technologies,excellent,poor,data engineering,yes,Self help,Technical,no,yes,Quality Assurance Associate
71.88888889,4,0,1,no,no,no,machine learning,testing,medium,excellent,Computer Architecture,no,Biographies,Management,no,no,Design & UX
76.66666667,4,2,8,no,no,no,hadoop,game development,excellent,poor,cloud computing,yes,Drama,Management,yes,no,Project Manager
74.11111111,11,5,7,no,no,yes,shell programming,game development,medium,excellent,programming,no,Biographies,Management,no,no,CRM Business Analyst
77.33333333,4,6,1,yes,no,yes,distro making,cloud computing,excellent,medium,Software Engineering,yes,Health,Technical,yes,yes,Technical Services/Help Desk/Tech Support
80.44444444,9,3,1,no,yes,yes,shell programming,hacking,excellent,medium,Computer Architecture,yes,Drama,Technical,no,no,Portal Administrator
86,9,6,4,yes,no,no,information security,web technologies,excellent,poor,data engineering,no,Self help,Management,no,no,Information Technology Auditor
74.22222222,4,4,7,no,no,no,information security,game development,medium,poor,hacking,yes,Mystery,Management,yes,no,Database Developer
72.33333333,10,4,5,yes,no,yes,r programming,system designing,excellent,poor,parallel computing,no,Health,Technical,no,no,Solutions Architect
79.33333333,8,5,1,yes,no,yes,distro making,web technologies,excellent,medium,programming,no,Self help,Management,yes,yes,Business Intelligence Analyst
76,12,6,3,yes,yes,yes,hadoop,system designing,excellent,excellent,cloud computing,no,Cookbooks,Management,yes,no,Database Developer
79.77777778,7,6,7,no,no,no,machine learning,system designing,medium,poor,Software Engineering,no,Prayer books,Technical,yes,no,Solutions Architect
80.33333333,4,3,7,yes,no,no,python,hacking,excellent,medium,cloud computing,yes,Guide,Management,yes,yes,Information Security Analyst
78,6,3,9,yes,yes,yes,hadoop,data science,excellent,medium,Software Engineering,yes,Horror,Technical,yes,yes,Network Security Engineer
77.44444444,8,3,1,no,no,yes,app development,system designing,poor,medium,Software Engineering,yes,Fantasy,Management,no,no,Network Security Administrator
71.77777778,4,2,7,no,yes,no,app development,system designing,poor,excellent,hacking,no,Romance,Technical,yes,no,Quality Assurance Associate
74.11111111,4,5,5,no,no,yes,r programming,testing,medium,excellent,hacking,yes,Journals,Management,yes,yes,Software Systems Engineer
77,6,4,1,yes,no,yes,full stack,hacking,poor,excellent,IOT,no,Science fiction,Technical,no,yes,Programmer Analyst
79.88888889,6,3,8,no,yes,no,full stack,web technologies,excellent,poor,IOT,yes,Series,Technical,yes,yes,UX Designer
71.77777778,7,4,3,no,no,no,full stack,game development,excellent,poor,hacking,yes,Travel,Technical,no,no,Information Technology Auditor
76,4,4,7,yes,no,yes,app development,cloud computing,medium,excellent,Management,yes,Romance,Technical,no,no,Information Security Analyst
81.77777778,9,5,7,no,yes,yes,python,web technologies,medium,poor,IOT,yes,Action and Adventure,Technical,no,yes,Information Technology Manager
81.44444444,4,6,9,no,no,no,shell programming,web technologies,medium,poor,Management,no,Self help,Management,no,yes,Data Architect
79,9,4,1,no,no,yes,r programming,database security,excellent,poor,hacking,no,Satire,Technical,no,no,Solutions Architect
76.33333333,8,4,4,yes,no,yes,distro making,cloud computing,medium,excellent,programming,yes,Biographies,Management,yes,yes,Technical Support
76.88888889,9,3,4,yes,no,yes,shell programming,testing,poor,medium,programming,no,Comics,Technical,yes,no,Technical Support
71.33333333,5,2,5,yes,no,no,distro making,testing,poor,medium,parallel computing,yes,Science fiction,Technical,no,yes,Solutions Architect
76.55555556,4,0,1,no,no,yes,r programming,cloud computing,poor,poor,programming,no,Autobiographies,Management,yes,yes,Technical Engineer
77,4,4,8,yes,yes,no,python,hacking,excellent,poor,Software Engineering,no,Science fiction,Technical,no,no,Quality Assurance Associate
76.11111111,9,1,5,no,no,no,information security,web technologies,medium,excellent,Computer Architecture,yes,Horror,Management,yes,yes,Network Security Administrator
78.88888889,4,3,2,no,yes,yes,full stack,testing,poor,poor,Computer Architecture,no,Encyclopedias,Management,no,no,Information Technology Auditor
74,5,2,4,yes,yes,no,information security,system designing,medium,excellent,IOT,no,Autobiographies,Technical,yes,yes,Information Technology Manager
80.66666667,9,6,4,yes,yes,no,shell programming,cloud computing,excellent,poor,data engineering,yes,Guide,Management,yes,yes,Software Quality Assurance (QA) / Testing
73.77777778,7,5,2,yes,yes,no,r programming,web technologies,medium,medium,networks,no,Science fiction,Technical,no,no,Network Security Engineer
75.33333333,11,0,9,yes,no,yes,full stack,hacking,medium,poor,Software Engineering,no,Childrens,Technical,no,no,Information Technology Manager
78.11111111,11,3,7,yes,yes,yes,app development,system designing,poor,medium,data engineering,yes,Dictionaries,Technical,no,no,Technical Support
74.66666667,4,2,6,yes,yes,no,distro making,cloud computing,excellent,medium,data engineering,no,Trilogy,Management,yes,yes,CRM Technical Developer
81.44444444,11,4,7,no,no,yes,distro making,data science,poor,excellent,cloud computing,yes,Guide,Technical,no,no,Business Systems Analyst
69.88888889,7,2,2,yes,no,no,full stack,hacking,excellent,poor,networks,yes,Science,Management,no,no,Solutions Architect
77.44444444,6,2,9,no,yes,yes,information security,cloud computing,excellent,excellent,parallel computing,yes,Horror,Technical,yes,no,Network Engineer
74.77777778,6,3,5,no,yes,no,shell programming,game development,excellent,excellent,Software Engineering,no,Health,Technical,yes,yes,Technical Support
82.88888889,7,2,7,yes,yes,yes,machine learning,game development,medium,excellent,hacking,yes,Satire,Management,yes,no,UX Designer
68.88888889,12,5,5,yes,yes,no,full stack,database security,medium,poor,Management,yes,Dictionaries,Technical,no,no,Data Architect
78.11111111,10,3,2,no,yes,no,r programming,data science,poor,excellent,parallel computing,yes,Mystery,Technical,no,yes,Applications Developer
80.22222222,11,1,9,no,no,no,information security,testing,poor,poor,Computer Architecture,yes,Comics,Technical,no,no,Network Engineer
81.44444444,4,6,6,no,yes,yes,distro making,web technologies,excellent,excellent,data engineering,no,Fantasy,Management,yes,no,CRM Technical Developer
77.44444444,9,4,4,yes,no,no,python,web technologies,excellent,medium,Computer Architecture,no,Biographies,Management,no,yes,Network Engineer
79.44444444,11,5,2,yes,no,yes,information security,database security,poor,medium,programming,yes,Health,Technical,no,yes,Programmer Analyst
84.11111111,8,1,9,yes,no,yes,app development,database security,excellent,poor,IOT,yes,Science fiction,Management,no,no,Systems Security Administrator
78.55555556,6,3,5,yes,no,yes,distro making,game development,excellent,poor,hacking,yes,Guide,Technical,no,yes,Technical Support
79.22222222,4,5,5,yes,no,yes,machine learning,hacking,excellent,excellent,parallel computing,yes,Science,Technical,yes,no,CRM Technical Developer
78.22222222,11,3,9,yes,no,no,hadoop,hacking,poor,excellent,cloud computing,yes,Journals,Technical,yes,no,Solutions Architect
75.11111111,6,2,3,yes,no,yes,distro making,web technologies,excellent,poor,programming,yes,History,Technical,no,no,Software Systems Engineer
71.11111111,7,6,9,yes,yes,no,python,data science,excellent,excellent,data engineering,yes,Trilogy,Technical,yes,yes,Applications Developer
75.77777778,4,5,5,no,yes,no,app development,testing,poor,medium,Software Engineering,yes,Religion-Spirituality,Technical,no,no,Database Administrator
75.66666667,10,4,6,no,no,no,information security,web technologies,excellent,medium,data engineering,yes,Mystery,Management,yes,no,Design & UX
76.88888889,9,5,3,no,no,no,shell programming,cloud computing,medium,poor,Software Engineering,no,Art,Technical,yes,no,Information Technology Manager
74.66666667,6,6,4,no,yes,yes,r programming,system designing,excellent,medium,Computer Architecture,no,Satire,Management,no,yes,Information Technology Manager
82.33333333,12,6,1,no,yes,yes,machine learning,system designing,medium,medium,IOT,no,Encyclopedias,Management,yes,no,E-Commerce Analyst
80.44444444,5,5,7,no,no,no,full stack,web technologies,excellent,medium,networks,yes,Dictionaries,Management,yes,yes,Software Systems Engineer
75.66666667,12,6,2,yes,yes,no,information security,system designing,poor,medium,Computer Architecture,no,Guide,Management,yes,yes,Database Developer
80.55555556,10,0,9,yes,no,yes,machine learning,system designing,medium,poor,IOT,no,Biographies,Management,yes,yes,Portal Administrator
71.88888889,11,2,6,yes,yes,yes,information security,data science,excellent,medium,Software Engineering,no,Religion-Spirituality,Management,yes,no,Information Technology Auditor
75.55555556,12,3,4,no,no,yes,distro making,testing,poor,excellent,Management,no,Health,Management,yes,no,Technical Engineer
72.11111111,10,5,1,no,no,no,distro making,web technologies,excellent,excellent,hacking,no,Fantasy,Management,no,yes,UX Designer
76.77777778,6,6,1,no,yes,no,shell programming,data science,poor,medium,Software Engineering,yes,Science,Management,yes,no,E-Commerce Analyst
71.77777778,12,2,8,no,yes,yes,distro making,system designing,excellent,medium,Software Engineering,yes,Prayer books,Management,yes,yes,Database Administrator
78.44444444,7,0,6,no,yes,no,app development,system designing,medium,excellent,IOT,no,Cookbooks,Technical,no,no,Quality Assurance Associate
75.88888889,4,6,3,no,yes,no,full stack,system designing,poor,medium,cloud computing,no,History,Technical,no,no,Applications Developer
84,8,1,6,yes,no,no,hadoop,database security,excellent,excellent,Software Engineering,no,Religion-Spirituality,Management,no,no,Software Quality Assurance (QA) / Testing
78.77777778,5,2,4,yes,yes,yes,machine learning,game development,medium,excellent,Management,yes,Action and Adventure,Technical,yes,yes,Business Intelligence Analyst
77.44444444,10,3,4,no,no,yes,full stack,data science,poor,medium,hacking,yes,Biographies,Technical,no,no,Portal Administrator
74.55555556,7,3,7,no,yes,no,python,data science,medium,excellent,networks,yes,Cookbooks,Management,no,no,Programmer Analyst
76.44444444,5,3,3,yes,no,no,shell programming,database security,poor,poor,hacking,yes,Art,Management,yes,yes,Software Systems Engineer
80.22222222,9,2,3,yes,yes,yes,machine learning,web technologies,medium,poor,programming,yes,Dictionaries,Technical,yes,yes,Applications Developer
77.22222222,12,6,4,no,yes,no,r programming,game development,poor,poor,parallel computing,yes,Encyclopedias,Technical,yes,no,Software Systems Engineer
81.22222222,4,2,2,no,yes,yes,shell programming,cloud computing,poor,poor,IOT,yes,Satire,Technical,no,no,Programmer Analyst
73.77777778,4,1,2,no,yes,yes,information security,system designing,medium,medium,programming,no,Journals,Management,yes,yes,Quality Assurance Associate
72.66666667,6,1,3,yes,yes,yes,hadoop,data science,poor,medium,networks,yes,Self help,Management,yes,no,Programmer Analyst
77.22222222,6,3,9,yes,yes,no,full stack,database security,medium,excellent,programming,no,Horror,Technical,no,no,Information Technology Manager
80.11111111,8,4,3,no,no,no,full stack,system designing,medium,excellent,data engineering,no,Anthology,Management,no,no,Information Technology Manager
